id,title,artist,year,genre,style,master_id,release_country,labels,format,rating,have,want,url,image_url
7685872,Compton (A Soundtrack By Dr. Dre),Dr. Dre,2015,Hip Hop,"Gangsta, Trap",873280,Europe,"Aftermath Entertainment, Interscope Records","LP, Album, Stereo",4.29,4348,920,https://www.discogs.com/release/7685872-Dr-Dre-Compton-A-Soundtrack-By-Dr-Dre,https://i.discogs.com/VJrW7iaojpTuACz1F83uyM6xvvGfvT0Wm35_VpT26c4/rs:fit/g:sm/q:90/h:586/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc2ODU4/NzItMTQ0NjcxNTk1/Ny0yNjAyLmpwZWc.jpeg
2955328,2001,Dr. Dre,2011,Hip Hop,"Gangsta, G-Funk",33886,Europe,"Aftermath Entertainment, Interscope Records","LP, Album, Reissue, Remastered",4.48,4961,2136,https://www.discogs.com/release/2955328-Dr-Dre-2001,https://i.discogs.com/MolUtCRgs8XFdGnhD7z3vfgiUlDfJHdWEDbEZ1TGDAQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5NTUz/MjgtMTUzNzYzOTk5/OC00NTI3LmpwZWc.jpeg
5215304,The Slim Shady LP,Eminem,2013,Hip Hop,"Horrorcore, Hardcore Hip-Hop",12172,Europe,"Aftermath Entertainment, Interscope Records, Web Entertainment","LP, Album, Reissue, Stereo",4.55,4246,1157,https://www.discogs.com/release/5215304-Eminem-The-Slim-Shady-LP,https://i.discogs.com/A0ELcISojyFZAk4Oj1bahVNim27uaAX8GHMVUk7T-0w/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyMTUz/MDQtMTQwNzAxMTEz/MC05ODgwLmpwZWc.jpeg
5252470,The Marshall Mathers LP,Eminem,2013,Hip Hop,"Hardcore Hip-Hop, Horrorcore",12236,Europe,"Aftermath Entertainment, Interscope Records, Web Entertainment","LP, Album, Reissue",4.63,9415,2635,https://www.discogs.com/release/5252470-Eminem-The-Marshall-Mathers-LP,https://i.discogs.com/3HISU1QUQ52RY50a31IxuOGo4bcugIOJYvT4rqesVRs/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyNTI0/NzAtMTU0OTY2MzYy/Ni0zNDkzLnBuZw.jpeg
18669670,Music To Be Murdered By (Side B),Eminem,2021,Hip Hop,"Hardcore Hip-Hop, Conscious, Trap, Pop Rap, Horrorcore",1669732,USA & Europe,"Aftermath Entertainment, Shady Records, Interscope Records","LP, Album, Reissue, LP, Album, Deluxe Edition, Stereo",4.53,3161,592,https://www.discogs.com/release/18669670-Eminem-Slim-Shady-Music-To-Be-Murdered-By-Side-B,https://i.discogs.com/3wvZfd73KEGna7JV2DYl7fNDju-T8WC0DQmL78xteCE/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NjY5/NjcwLTE2MjA2NTg5/MDEtNjM1Ni5qcGVn.jpeg
5199109,The Marshall Mathers LP 2,Eminem,2013,Hip Hop,Pop Rap,615877,Europe,"Aftermath Entertainment, Shady Records, Interscope Records, Web Entertainment","LP, Album",4.38,3987,1151,https://www.discogs.com/release/5199109-Eminem-The-Marshall-Mathers-LP-2,https://i.discogs.com/kB-x0fYneloXuzdgCc_EmU_MEy4pisfwkPx2U4sJ5lY/rs:fit/g:sm/q:90/h:600/w:595/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxOTkx/MDktMTUwNDQ1MDAw/OS04NTkzLmpwZWc.jpeg
403224,The Eminem Show,Eminem,2002,Hip Hop,"Hardcore Hip-Hop, Pop Rap",12344,Europe,"Aftermath Entertainment, Shady Records, Web Entertainment","LP, Album",4.41,4435,2663,https://www.discogs.com/release/403224-Eminem-The-Eminem-Show,https://i.discogs.com/NM4QBubrGtvFu_308W3oho5qCXlfwidtH-2XhQaIJ6c/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwMzIy/NC0xMzc5MjY3MTg2/LTUwNTUuanBlZw.jpeg
1684688,Head Cleaner,Popof,2009,Electronic,Minimal Techno,251630,Germany,AFU Limited,"12"", 45 RPM",4.22,303,155,https://www.discogs.com/release/1684688-Popof-Head-Cleaner,https://i.discogs.com/uiwpYGTOYd0q_Jxr_wCawPEy6RPu8kOGaXEG_f2HiXM/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2ODQ2/ODgtMTMyMzgxMzk2/NS5qcGVn.jpeg
9241732,Intercity Ep,Silvia Trix,2016,Electronic,Techno,N/A,Germany,AFULAB,"12""",4.44,58,19,https://www.discogs.com/release/9241732-Silvia-Trix-Intercity-Ep,https://i.discogs.com/AmQNfYDujZkeP2xqHGn1x7969BQ5L255p6uLfKIQTbc/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkyNDE3/MzItMTQ3NzIyMTM5/MS0xNDAyLmpwZWc.jpeg
9395142,Olympic,French 79,2016,Electronic,"Deep House, IDM, Synth-pop",1094134,France,Alter K,"LP, Album",4.69,1186,662,https://www.discogs.com/release/9395142-French-79-Olympic,https://i.discogs.com/n_Rca1QMeiYVuU-AUuvc46N3sNk3epNcSF1JAPJR8CY/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkzOTUx/NDItMTQ3OTgwOTY5/OS04NDY3LmpwZWc.jpeg
12641837,Toxicity,System Of A Down,2018,Rock,"Nu Metal, Thrash, Alternative Rock",35626,Europe,American Recordings,"LP, Album, Reissue, Stereo",4.65,13813,2039,https://www.discogs.com/release/12641837-System-Of-A-Down-Toxicity,https://i.discogs.com/0JlCbGykw0XR9hmE9TL_Tb50CO0ATUM9iJllw5X6yXQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNjQx/ODM3LTE2ODE1NTY0/MDAtMjkxMi5qcGVn.jpeg
10442772,Territory,The Blaze,2017,Electronic,"Hip Hop, Electro House",1321412,France,Animal63,"12"", 45 RPM, EP",4.63,3214,1108,https://www.discogs.com/release/10442772-The-Blaze-Territory,https://i.discogs.com/MLmo_UHe8GVV7vlT8F1-TaUVlIPuhqJy6NPl-MMpWk0/rs:fit/g:sm/q:90/h:600/w:581/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNDQy/NzcyLTE3MTE2MjE2/MDktNTg0OC5qcGVn.jpeg
20773192,If Words Were Flowers,Curtis Harding,2021,Funk / Soul,"Psychedelic, Soul",2358691,USA & Europe,Anti-,"LP, Album",4.42,884,194,https://www.discogs.com/release/20773192-Curtis-Harding-If-Words-Were-Flowers,https://i.discogs.com/Ymy_ZFLc1uEFe2X2vI31XfVeZ2IvUe13IDYJIKvWU5E/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNzcz/MTkyLTE2NDE5Mjk4/NzYtOTE1NC5qcGVn.jpeg
1638442,1,The Beatles,2000,Rock,"Pop Rock, Psychedelic Rock, Beat",447254,Worldwide,"Apple Records, Apple Records, Apple Records","LP, Compilation, Remastered, Stereo, Mono",4.7,6727,1583,https://www.discogs.com/release/1638442-The-Beatles-1,https://i.discogs.com/ePUFdVyLQvg_SzbAqdDsbUZ8g3SNRhg5TBdA_fvHq5c/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2Mzg0/NDItMTQxMzEwNDQy/MC01MjE4LmpwZWc.jpeg
1279085,The Legend Lives...,Ray Charles,1982,Funk / Soul,Rhythm & Blues,209413,Europe,"Arcade, Arcade","LP, Compilation, Stereo",3.88,814,30,https://www.discogs.com/release/1279085-Ray-Charles-The-Legend-Lives,https://i.discogs.com/kJq1u7xKPTEsZ02glS6K_cK5AFr6izjr93QHYRg8d8Q/rs:fit/g:sm/q:90/h:594/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNzkw/ODUtMTUyNDY2OTg0/MC0yNzE5LmpwZWc.jpeg
4867103,"""Abracadaboum!""",Bérurier Noir,2013,Rock,Punk,1398,France,Archives De La Zone Mondiale,"LP, Reissue",4.65,709,89,https://www.discogs.com/release/4867103-Bérurier-Noir-Abracadaboum,https://i.discogs.com/BgmSCgLZe3lmo0hv0zRI1AmNDmf0NLLioLXbJ4oduGU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ4Njcx/MDMtMTY2Nzc4ODIw/MS00ODc1LmpwZWc.jpeg
4116894,Ghostbusters (Bande Sonore Originale Du Film),Various,1984,"Electronic, Rock, Pop","Modern Classical, Pop Rock, Synth-pop",84762,Europe,Arista,"LP, Album",3.69,605,129,https://www.discogs.com/release/4116894-Various-Ghostbusters-Bande-Sonore-Originale-Du-Film,https://i.discogs.com/cFEUZk25mUOgLSdVasMRtzbxSDb6AGJGpPtXXRm3gWw/rs:fit/g:sm/q:90/h:571/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxMTY4/OTQtMTY5MDk2OTcw/OS00MTg1LmpwZWc.jpeg
2470454,A Woman Needs Love,Ray Parker Jr.,1981,Funk / Soul,"Disco, Funk",85607,US,Arista,"LP, Album",4.27,263,139,https://www.discogs.com/release/2470454-Ray-Parker-Jr-And-Raydio-A-Woman-Needs-Love,https://i.discogs.com/Q0nlHd1GvFlNX2UNIJLLjynzZQZWgoNUxIerw28d7qk/rs:fit/g:sm/q:90/h:592/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NzA0/NTQtMTI4NTg1NDg0/NC5qcGVn.jpeg
729517,Wave,Patti Smith Group,1979,Rock,New Wave,40246,France,"Arista, Arista","LP, Album",3.77,2297,164,https://www.discogs.com/release/729517-Patti-Smith-Group-Wave,https://i.discogs.com/Ii1hQOnO2w3H0jo6OoOT5owbYf0StDjqkypbMQZ2FyU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcyOTUx/Ny0xNDI0MTAyNTAz/LTkzNTQuanBlZw.jpeg
10089154,Speakerboxxx / The Love Below,OutKast,2017,"Electronic, Hip Hop, Funk / Soul, Pop","Conscious, Future Jazz, Funk, Neo Soul, Contemporary R&B, Pop Rap, Bass Music",26106,Europe,"Arista, LaFace Records, Legacy, Sony Music","LP, Album, Reissue",4.52,2950,1365,https://www.discogs.com/release/10089154-OutKast-Speakerboxxx-The-Love-Below,https://i.discogs.com/OZtyXrQ2Su1JQbTlDJaWGxARLpMlXC-H9TnGMP6gLJA/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMDg5/MTU0LTE0OTE0ODc3/MjUtMzg5NS5qcGVn.jpeg
23122910,System Theory EP,Deas,2022,Electronic,Techno,2674628,Italy,Arts White,"12"", 33 ⅓ RPM",4.67,153,59,https://www.discogs.com/release/23122910-Deas-System-Theory-EP,https://i.discogs.com/RA7VKauqOpe3mwSk-hZTuDrvnmpqe_R0oP6omuYKXww/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMTIy/OTEwLTE2NTM2OTE0/NDEtNjQ5NC5qcGVn.jpeg
785034,Perles Rares (1989-2002),Assassin,2004,Hip Hop,Conscious,36452,France,Assassin Productions,"LP, Compilation, Reissue, Repress",4.47,318,108,https://www.discogs.com/release/785034-Assassin-2-Perles-Rares-1989-2002,https://i.discogs.com/OJlh4vJGjFUWZY-AlE_YiC1YxSMhmcts9I62TKGAqFM/rs:fit/g:sm/q:90/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc4NTAz/NC0xMTYxMDk4MTE5/LmpwZWc.jpeg
5168053,Let Us Fight,Oniris,2013,Electronic,Techno,N/A,France,Astropolis Records,"12""",4.0,63,34,https://www.discogs.com/release/5168053-Oniris-2-Let-Us-Fight,https://i.discogs.com/fcrkd94YqIRbtl6EZY-e36tXNzL6YGzm86XOZTl5QoU/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxNjgw/NTMtMTQ2MjY5NDI1/NS0zMTg1LmpwZWc.jpeg
4916093,Hope & Despair,Oniris,2013,Electronic,Techno,N/A,France,Astropolis Records,"12""",4.58,74,55,https://www.discogs.com/release/4916093-Oniris-2-Hope-Despair,https://i.discogs.com/557gGpviRkBgVQI0Bgw7FDDdOZVmH6cOoejX_w6ON68/rs:fit/g:sm/q:90/h:600/w:598/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5MTYw/OTMtMTM3OTMzMDMy/Mi03NDI4LmpwZWc.jpeg
5385037,The Wolves,The Driver,2014,Electronic,"Techno, Tech House",668125,France,Astropolis Records,"12"", Limited Edition, Numbered",4.06,117,65,https://www.discogs.com/release/5385037-The-Driver-vs-Electric-Rescue-The-Wolves,https://i.discogs.com/gLftBAYr8G5cG4KFq_H8N-alAwP5Gf_Qw996pfIe5d8/rs:fit/g:sm/q:90/h:600/w:591/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUzODUw/MzctMTQwODY3ODAz/NC0zMTgyLmpwZWc.jpeg
6614615,Never Stop,Laurent Maldo,2015,Electronic,Techno,N/A,France,Astropolis Records,"12"", EP, Limited Edition",4.11,67,19,https://www.discogs.com/release/6614615-Laurent-Maldo-Jules-Wells-Never-Stop,https://i.discogs.com/zMFQgYqikTaFyjaineTBt3lomLxaqBtfTN13HgDsfos/rs:fit/g:sm/q:90/h:600/w:599/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY2MTQ2/MTUtMTQ0Mjc1OTc0/Ni00ODE2LmpwZWc.jpeg
7141353,Madness,Oniris,2015,Electronic,"Techno, Tech House",N/A,France,Astropolis Records,"12"", EP",4.44,95,52,https://www.discogs.com/release/7141353-Oniris-2-Madness,https://i.discogs.com/rH3CfGTb61tdUVHoQ1XOInDKQFLdNC7gyuEWYK2fq1U/rs:fit/g:sm/q:90/h:330/w:330/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcxNDEz/NTMtMTQzNDYzODU5/Ni04NDE2LmpwZWc.jpeg
8561573,Into The Woods,Madben,2016,Electronic,"Techno, Progressive House",2669504,France,Astropolis Records,"12""",4.22,74,36,https://www.discogs.com/release/8561573-Madben-Into-The-Woods,https://i.discogs.com/fZlLaMVo6Uu7Pgwp0La7Rt5v1kKUTq4_B5HvFkehr5k/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjE1/NzMtMTQ2NDA4MzIx/MC03OTYyLmpwZWc.jpeg
10011574,Elektrik,Vince Watson,2017,Electronic,Techno,N/A,France,Astropolis Records,"12""",4.77,92,34,https://www.discogs.com/release/10011574-Vince-Watson-Elektrik,https://i.discogs.com/KZcbj3ToThmAB6bY_VcNL-98aKnBMTMQEU31FH0UeXo/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMDEx/NTc0LTE0OTAxMTE1/NDgtNTQ5Mi5qcGVn.jpeg
10383752,Misericordia ,W.LV.S,2017,Electronic,Techno,N/A,France,Astropolis Records,"12""",4.66,190,138,https://www.discogs.com/release/10383752-WLVS-Misericordia-,https://i.discogs.com/4ADdo1O23ZKPwU0f-KYCv4fnUw74Y_KncWQgsthODiY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMzgz/NzUyLTE0OTYzOTU3/NjktMzc4MS5qcGVn.jpeg
11672545,Misericordia Remixes,W.LV.S,2018,Electronic,"Techno, Hardcore, Electro, Doomcore",N/A,France,Astropolis Records,"12"", EP",4.58,85,63,https://www.discogs.com/release/11672545-WLVS-Misericordia-Remixes,https://i.discogs.com/i-bRDyDX_taqeDhSWyW3xHhvd6O32j4ElrA7rTzwQJM/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjcy/NTQ1LTE1MjA0MjA0/MDAtNjY1NC5qcGVn.jpeg
11778791,Fréquence(s),Madben,2018,Electronic,Techno,1356731,France,Astropolis Records,"LP, Album",4.44,138,78,https://www.discogs.com/release/11778791-Madben-Fréquences,https://i.discogs.com/vA_1TSbbWGOKIKglAjkRDpIclJY6g6xBor3uSlUf5ss/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNzc4/NzkxLTE1MjUxMjYy/MjQtNjg0Mi5qcGVn.jpeg
13040940,Odysseus ,Oniris,2019,Electronic,Tech House,N/A,France,Astropolis Records,"12"", 33 ⅓ RPM",4.83,76,24,https://www.discogs.com/release/13040940-Oniris-2-Odysseus-,https://i.discogs.com/kYzIawvxY3D__XFYvvi2Tc7cQsG4aZgaIFliIVuT5uw/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMDQw/OTQwLTE1NDg1MTIw/NzMtNzQ4Ny5qcGVn.jpeg
14827472,La Cité Des Étoiles,Blutch,2020,Electronic,"House, Deep House",1899171,France,Astropolis Records,"12"", 33 ⅓ RPM",4.6,71,15,https://www.discogs.com/release/14827472-Blutch-3-La-Cité-Des-Étoiles,https://i.discogs.com/Qho2GZ080jhm6JvhR6LYMonpg73RzYQroURfs8FvDpA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0ODI3/NDcyLTE1ODIzNzU4/ODQtNDQzOS5qcGVn.jpeg
15922638,Keroual,Kmyle,2020,Electronic,Techno,2273257,France,Astropolis Records,"12"", 33 ⅓ RPM, EP, Stereo",4.56,73,27,https://www.discogs.com/release/15922638-Kmyle-Keroual,https://i.discogs.com/avOhzS_PxONNQGL9pQN6LjacEAekWKcpAPp6LdhwWoo/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1OTIy/NjM4LTE2MDAyNjA1/OTItODEyNi5qcGVn.jpeg
22049779,Terre Promise,Blutch,2022,Electronic,Ambient,2643170,France,Astropolis Records,LP,5.0,63,20,https://www.discogs.com/release/22049779-Blutch-3-Terre-Promise,https://i.discogs.com/RBNufPcZ6meh3VekNDYGMDWwaOrpY46eXvLGA6NmtDs/rs:fit/g:sm/q:90/h:591/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMDQ5/Nzc5LTE2NjAzMjc0/NjgtODY5OS5qcGVn.jpeg
23064170,Guilty,W.LV.S,2022,Electronic,Techno,N/A,France,Astropolis Records,"LP, EP",4.75,59,23,https://www.discogs.com/release/23064170-WLVS-Guilty,https://i.discogs.com/OBsOF8DOBK8ZmGPeP9d2XyD-UM92UxedERGhw5F0r1I/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMDY0/MTcwLTE2NTEzMjUw/NzUtNTMzNC5qcGVn.jpeg
25977466,Animal Suicide,Cuften,2023,Electronic,"Techno, Acid, Electro",2965864,France,Astropolis Records,"12"", EP",4.67,36,36,https://www.discogs.com/release/25977466-Cuften-Animal-Suicide,https://i.discogs.com/fjkrrSezBDrHWHCSg4dgGCskYxys9i81M5u1Gyep97A/rs:fit/g:sm/q:90/h:425/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1OTc3/NDY2LTE2OTg4NDAx/MDItNzM1NS5qcGVn.jpeg
28083682,Condate,Blutch,2023,Electronic,"House, Breaks, Neo Trance",N/A,France,Astropolis Records,"12"", EP",5.0,17,2,https://www.discogs.com/release/28083682-Blutch-3-Condate,https://i.discogs.com/19WpyIywB1NyXa6gTqYWf_owI2hUJ1MhRHEu0gCYOcE/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4MDgz/NjgyLTE2OTMwNjQ2/MTktMzc5Ni5qcGVn.jpeg
4490025,We Want To Rave On,Madben,2013,Electronic,Techno,546632,France,Astropolis Records,"12""",4.67,93,58,https://www.discogs.com/release/4490025-Madben-We-Want-To-Rave-On,https://i.discogs.com/-Y9VRkywfB9o_DfO8i74tTkL9gW4LZwEbD3-7rq8tO4/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ0OTAw/MjUtMTM4MjUyNjg1/NS03ODY3LmpwZWc.jpeg
